source_table,source_record_id,issue_type,issue_category,severity,issue_description,raw_value,suggested_action,created_at,resolution_path,review_status,assigned_to,review_notes,resolved_at,exception_title
raw.fuel_transactions_raw,FT-0002792,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91735,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002792
raw.fuel_transactions_raw,FT-0004428,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98452,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004428
raw.fuel_transactions_raw,FT-0002106,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96294,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002106
raw.fuel_transactions_raw,FT-0001418,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97535,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001418
raw.fuel_transactions_raw,FT-0006087,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92386,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006087
raw.fuel_transactions_raw,FT-0003712,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98690,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003712
raw.fuel_transactions_raw,FT-0000425,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96245,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000425
raw.fuel_transactions_raw,FT-0001585,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93873,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001585
raw.fuel_transactions_raw,FT-0005766,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90433,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005766
raw.fuel_transactions_raw,FT-0002155,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90699,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002155
raw.fuel_transactions_raw,FT-0002649,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95664,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002649
raw.fuel_transactions_raw,FT-0006475,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95311,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006475
raw.fuel_transactions_raw,FT-0001741,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99399,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001741
raw.fuel_transactions_raw,FT-0006247,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98496,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006247
raw.fuel_transactions_raw,FT-0000182,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98386,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000182
raw.fuel_transactions_raw,FT-0001105,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97157,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001105
raw.fuel_transactions_raw,FT-0002910,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94851,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002910
raw.fuel_transactions_raw,FT-0007162,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98880,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007162
raw.fuel_transactions_raw,FT-0000379,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97561,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000379
raw.fuel_transactions_raw,FT-0005136,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92562,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005136
raw.fuel_transactions_raw,FT-0004458,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99597,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004458
raw.fuel_transactions_raw,FT-0003792,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97010,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003792
raw.fuel_transactions_raw,FT-0005240,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94842,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005240
raw.fuel_transactions_raw,FT-0007163,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97981,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007163
raw.fuel_transactions_raw,FT-0006357,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97231,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006357
raw.fuel_transactions_raw,FT-0002916,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98025,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002916
raw.fuel_transactions_raw,FT-0006698,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94843,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006698
raw.fuel_transactions_raw,FT-0006894,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98287,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006894
raw.fuel_transactions_raw,FT-0007449,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95961,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007449
raw.fuel_transactions_raw,FT-0004988,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92456,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004988
raw.fuel_transactions_raw,FT-0003283,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90863,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003283
raw.fuel_transactions_raw,FT-0002738,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99369,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002738
raw.fuel_transactions_raw,FT-0007888,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99404,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007888
raw.fuel_transactions_raw,FT-0001064,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99524,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001064
raw.fuel_transactions_raw,FT-0005318,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99841,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005318
raw.fuel_transactions_raw,FT-0000704,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92723,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000704
raw.fuel_transactions_raw,FT-0004166,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96128,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004166
raw.fuel_transactions_raw,FT-0005126,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90137,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005126
raw.fuel_transactions_raw,FT-0006117,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93004,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006117
raw.fuel_transactions_raw,FT-0003061,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90265,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003061
raw.fuel_transactions_raw,FT-0006664,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92412,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006664
raw.fuel_transactions_raw,FT-0001948,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94718,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001948
raw.fuel_transactions_raw,FT-0002016,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97594,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002016
raw.fuel_transactions_raw,FT-0006973,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97081,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006973
raw.fuel_transactions_raw,FT-0006704,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93111,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006704
raw.fuel_transactions_raw,FT-0006347,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92420,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006347
raw.fuel_transactions_raw,FT-0001765,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98843,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001765
raw.fuel_transactions_raw,FT-0003780,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90550,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003780
raw.fuel_transactions_raw,FT-0001496,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98247,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001496
raw.fuel_transactions_raw,FT-0006480,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97564,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006480
raw.fuel_transactions_raw,FT-0007270,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94920,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007270
raw.fuel_transactions_raw,FT-0005959,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93862,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005959
raw.fuel_transactions_raw,FT-0001725,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99951,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001725
raw.fuel_transactions_raw,FT-0003247,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90056,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003247
raw.fuel_transactions_raw,FT-0006106,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99235,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006106
raw.fuel_transactions_raw,FT-0006947,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98372,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006947
raw.fuel_transactions_raw,FT-0003280,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96270,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003280
raw.fuel_transactions_raw,FT-0000094,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X91512,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000094
raw.fuel_transactions_raw,FT-0001296,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X92167,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001296
raw.fuel_transactions_raw,FT-0000249,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94907,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000249
raw.fuel_transactions_raw,FT-0002754,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90769,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002754
raw.fuel_transactions_raw,FT-0005284,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X97687,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005284
raw.fuel_transactions_raw,FT-0007909,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96054,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007909
raw.fuel_transactions_raw,FT-0002335,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95646,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002335
raw.fuel_transactions_raw,FT-0001987,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93031,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001987
raw.fuel_transactions_raw,FT-0006925,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96585,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006925
raw.fuel_transactions_raw,FT-0006908,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98102,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0006908
raw.fuel_transactions_raw,FT-0005792,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X96557,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005792
raw.fuel_transactions_raw,FT-0005756,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90919,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005756
raw.fuel_transactions_raw,FT-0004641,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98790,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0004641
raw.fuel_transactions_raw,FT-0005495,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93254,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005495
raw.fuel_transactions_raw,FT-0002228,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95357,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002228
raw.fuel_transactions_raw,FT-0000692,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94308,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000692
raw.fuel_transactions_raw,FT-0002821,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94000,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002821
raw.fuel_transactions_raw,FT-0002037,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95475,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0002037
raw.fuel_transactions_raw,FT-0001651,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94673,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0001651
raw.fuel_transactions_raw,FT-0007194,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X99377,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0007194
raw.fuel_transactions_raw,FT-0000511,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95244,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000511
raw.fuel_transactions_raw,FT-0005865,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X93563,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005865
raw.fuel_transactions_raw,FT-0003057,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X94527,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003057
raw.fuel_transactions_raw,FT-0003172,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X90119,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0003172
raw.fuel_transactions_raw,FT-0005993,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X98979,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0005993
raw.fuel_transactions_raw,FT-0000389,Orphan fuel asset reference,Referential Integrity,High,Fuel transaction asset number does not match vehicle master.,X95605,"Review registration match. If no confident match exists, exclude from vehicle level reporting.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Orphan fuel asset reference | raw.fuel_transactions_raw | FT-0000389
